language,f_a,f_b,f_c,f_d,f_e,f_f,f_g,f_h,f_i,f_j,f_k,f_l,f_m,f_n,f_ñ,f_o,f_p,f_q,f_r,f_s,f_t,f_u,f_v,f_w,f_x,f_y,f_z,f_á,f_é,f_í,f_ó,f_ú,f_ü
Spanish,0.0868263473053892,0.0119760479041916,0.0239520958083832,0.0389221556886227,0.1197604790419161,0.0,0.0089820359281437,0.0059880239520958,0.0119760479041916,0.0029940119760479,0.0,0.0329341317365269,0.0029940119760479,0.0479041916167664,0.0089820359281437,0.092814371257485,0.0329341317365269,0.0179640718562874,0.0808383233532934,0.059880239520958,0.0419161676646706,0.0508982035928143,0.0059880239520958,0.0,0.0,0.0119760479041916,0.0029940119760479,0.0,0.0,0.0029940119760479,0.0,0.0,0.0
Spanish,0.0906949352179034,0.0082449941107184,0.0424028268551236,0.0435806831566548,0.1130742049469964,0.0106007067137809,0.0070671378091872,0.0,0.0541813898704358,0.0047114252061248,0.0,0.0424028268551236,0.022379269729093,0.0683156654888103,0.0035335689045936,0.0647820965842167,0.0247349823321554,0.0035335689045936,0.0541813898704358,0.0471142520612485,0.0341578327444051,0.0282685512367491,0.005889281507656,0.0,0.0023557126030624,0.0070671378091872,0.0047114252061248,0.0035335689045936,0.0023557126030624,0.0035335689045936,0.0129564193168433,0.0011778563015312,0.0
Spanish,0.1301369863013698,0.0068493150684931,0.0273972602739726,0.0547945205479452,0.1232876712328767,0.0273972602739726,0.0273972602739726,0.0,0.0273972602739726,0.0,0.0,0.0616438356164383,0.0136986301369863,0.0547945205479452,0.0,0.0273972602739726,0.0342465753424657,0.0068493150684931,0.0616438356164383,0.047945205479452,0.0273972602739726,0.047945205479452,0.0,0.0,0.0,0.0068493150684931,0.0068493150684931,0.0,0.0068493150684931,0.0,0.0,0.0,0.0
English,0.0839160839160839,0.0349650349650349,0.0384615384615384,0.0489510489510489,0.1013986013986013,0.0139860139860139,0.0209790209790209,0.0454545454545454,0.0664335664335664,0.0,0.0,0.0419580419580419,0.0314685314685314,0.0419580419580419,0.0,0.0384615384615384,0.0034965034965034,0.0,0.0349650349650349,0.0664335664335664,0.0384615384615384,0.0419580419580419,0.0104895104895104,0.0139860139860139,0.0,0.0139860139860139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0902255639097744,0.0112781954887218,0.0319548872180451,0.0413533834586466,0.0789473684210526,0.0244360902255639,0.018796992481203,0.0394736842105263,0.0676691729323308,0.0018796992481203,0.0,0.0281954887218045,0.0357142857142857,0.0714285714285714,0.0,0.0639097744360902,0.0093984962406015,0.0,0.0657894736842105,0.0319548872180451,0.0488721804511278,0.0112781954887218,0.0018796992481203,0.0263157894736842,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0443037974683544,0.0253164556962025,0.0443037974683544,0.0253164556962025,0.1139240506329113,0.0316455696202531,0.0316455696202531,0.050632911392405,0.0759493670886076,0.0,0.0,0.0443037974683544,0.0126582278481012,0.0696202531645569,0.0,0.050632911392405,0.0126582278481012,0.0,0.0886075949367088,0.0379746835443038,0.0569620253164556,0.0126582278481012,0.0,0.0,0.0,0.0189873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0523255813953488,0.0116279069767441,0.0232558139534883,0.0290697674418604,0.1395348837209302,0.0174418604651162,0.005813953488372,0.0581395348837209,0.0523255813953488,0.0,0.0116279069767441,0.0465116279069767,0.0116279069767441,0.0465116279069767,0.0,0.0465116279069767,0.005813953488372,0.0,0.0465116279069767,0.063953488372093,0.0813953488372093,0.0232558139534883,0.0116279069767441,0.0116279069767441,0.005813953488372,0.0116279069767441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0753424657534246,0.0068493150684931,0.047945205479452,0.0410958904109589,0.0616438356164383,0.0273972602739726,0.0136986301369863,0.0205479452054794,0.0958904109589041,0.0,0.0,0.0342465753424657,0.0273972602739726,0.0684931506849315,0.0,0.047945205479452,0.0410958904109589,0.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0,0.0068493150684931,0.0273972602739726,0.0,0.0068493150684931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0728155339805825,0.0048543689320388,0.0242718446601941,0.0533980582524271,0.087378640776699,0.0097087378640776,0.0097087378640776,0.0436893203883495,0.058252427184466,0.0097087378640776,0.0,0.0145631067961165,0.0388349514563106,0.087378640776699,0.0,0.0679611650485436,0.0097087378640776,0.0,0.0728155339805825,0.0485436893203883,0.058252427184466,0.0194174757281553,0.0097087378640776,0.0145631067961165,0.0,0.0048543689320388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0847457627118644,0.0101694915254237,0.0203389830508474,0.0576271186440678,0.111864406779661,0.0067796610169491,0.0101694915254237,0.0135593220338983,0.0406779661016949,0.0,0.0,0.0644067796610169,0.023728813559322,0.047457627118644,0.0,0.0576271186440678,0.0271186440677966,0.0,0.0440677966101694,0.0576271186440678,0.0542372881355932,0.0203389830508474,0.0067796610169491,0.0033898305084745,0.0033898305084745,0.0033898305084745,0.0033898305084745,0.0033898305084745,0.0067796610169491,0.0033898305084745,0.0101694915254237,0.0,0.0
Spanish,0.1013824884792626,0.0122887864823348,0.0337941628264208,0.0268817204301075,0.1013824884792626,0.0038402457757296,0.009984639016897,0.0069124423963133,0.064516129032258,0.0023041474654377,0.0015360983102918,0.0437788018433179,0.0261136712749615,0.065284178187404,0.0007680491551459,0.0522273425499231,0.021505376344086,0.0115207373271889,0.0622119815668202,0.0576036866359447,0.032258064516129,0.0399385560675883,0.0076804915514592,0.0053763440860215,0.0,0.0130568356374807,0.0038402457757296,0.0038402457757296,0.0,0.0015360983102918,0.0038402457757296,0.0007680491551459,0.0
Spanish,0.1153846153846153,0.0144230769230769,0.048076923076923,0.0288461538461538,0.0913461538461538,0.0048076923076923,0.0048076923076923,0.0048076923076923,0.0576923076923076,0.0,0.0,0.0576923076923076,0.0240384615384615,0.0721153846153846,0.0,0.0625,0.0240384615384615,0.0,0.0769230769230769,0.0576923076923076,0.0384615384615384,0.0192307692307692,0.0,0.0,0.0,0.0048076923076923,0.0096153846153846,0.0,0.0048076923076923,0.0,0.0096153846153846,0.0,0.0
English,0.0927152317880794,0.009933774834437,0.0298013245033112,0.0298013245033112,0.0794701986754966,0.0165562913907284,0.0198675496688741,0.043046357615894,0.0529801324503311,0.0,0.0132450331125827,0.0264900662251655,0.009933774834437,0.0496688741721854,0.0,0.0728476821192053,0.0231788079470198,0.0,0.086092715231788,0.0496688741721854,0.0629139072847682,0.009933774834437,0.009933774834437,0.0066225165562913,0.0033112582781456,0.0298013245033112,0.0033112582781456,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0928571428571428,0.0178571428571428,0.0428571428571428,0.0464285714285714,0.1035714285714285,0.0107142857142857,0.0107142857142857,0.0071428571428571,0.0821428571428571,0.0,0.0,0.05,0.0107142857142857,0.05,0.0,0.05,0.025,0.0,0.0607142857142857,0.0535714285714285,0.0428571428571428,0.025,0.0107142857142857,0.0,0.0,0.0142857142857142,0.0,0.0,0.0035714285714285,0.0107142857142857,0.0142857142857142,0.0,0.0
Spanish,0.1088082901554404,0.0077720207253886,0.0414507772020725,0.0259067357512953,0.082901554404145,0.0103626943005181,0.0155440414507772,0.0077720207253886,0.0466321243523316,0.0025906735751295,0.0,0.0595854922279792,0.0233160621761658,0.0595854922279792,0.005181347150259,0.0803108808290155,0.0259067357512953,0.0129533678756476,0.0518134715025906,0.0414507772020725,0.0362694300518134,0.044041450777202,0.0025906735751295,0.0,0.0,0.0077720207253886,0.0,0.0077720207253886,0.0,0.005181347150259,0.0077720207253886,0.0,0.0
Spanish,0.0715307582260372,0.0214592274678111,0.0414878397711015,0.0243204577968526,0.100143061516452,0.0057224606580829,0.0143061516452074,0.0042918454935622,0.0572246065808297,0.0028612303290414,0.0,0.050071530758226,0.0314735336194563,0.0615164520743919,0.0014306151645207,0.0886981402002861,0.0257510729613733,0.0028612303290414,0.0686695278969957,0.044349070100143,0.0314735336194563,0.0271816881258941,0.0114449213161659,0.0,0.0,0.0042918454935622,0.0028612303290414,0.0014306151645207,0.0042918454935622,0.0085836909871244,0.0071530758226037,0.0,0.0
English,0.0639269406392694,0.0197869101978691,0.0365296803652968,0.0365296803652968,0.1050228310502283,0.0182648401826484,0.0060882800608828,0.0426179604261796,0.0547945205479452,0.0060882800608828,0.0076103500761035,0.030441400304414,0.0197869101978691,0.045662100456621,0.0,0.0669710806697108,0.0182648401826484,0.0,0.0654490106544901,0.0243531202435312,0.0958904109589041,0.0228310502283105,0.0030441400304414,0.0228310502283105,0.0,0.0076103500761035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.081081081081081,0.018018018018018,0.0144144144144144,0.0234234234234234,0.0828828828828828,0.0162162162162162,0.0216216216216216,0.0414414414414414,0.0612612612612612,0.0054054054054054,0.009009009009009,0.0396396396396396,0.0288288288288288,0.0576576576576576,0.0,0.0576576576576576,0.0198198198198198,0.0,0.0612612612612612,0.0504504504504504,0.0648648648648648,0.0216216216216216,0.0054054054054054,0.0216216216216216,0.0018018018018018,0.0126126126126126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1293103448275862,0.0129310344827586,0.0301724137931034,0.0646551724137931,0.1034482758620689,0.0086206896551724,0.0,0.0043103448275862,0.0560344827586206,0.0,0.0043103448275862,0.0732758620689655,0.0344827586206896,0.0603448275862069,0.0086206896551724,0.043103448275862,0.0258620689655172,0.0,0.0344827586206896,0.0301724137931034,0.0301724137931034,0.0344827586206896,0.0086206896551724,0.0,0.0,0.0043103448275862,0.0043103448275862,0.0,0.0,0.0,0.0043103448275862,0.0,0.0
English,0.0628019323671497,0.0,0.0628019323671497,0.0144927536231884,0.1062801932367149,0.0289855072463768,0.0096618357487922,0.0193236714975845,0.0628019323671497,0.0,0.0096618357487922,0.0579710144927536,0.038647342995169,0.0628019323671497,0.0,0.0772946859903381,0.0096618357487922,0.0,0.0434782608695652,0.0338164251207729,0.072463768115942,0.0096618357487922,0.0,0.0144927536231884,0.0096618357487922,0.0096618357487922,0.0,0.0,0.0048309178743961,0.0,0.0,0.0,0.0
Spanish,0.1272727272727272,0.0145454545454545,0.0072727272727272,0.0618181818181818,0.1054545454545454,0.0109090909090909,0.0109090909090909,0.0036363636363636,0.0618181818181818,0.0,0.0,0.04,0.0254545454545454,0.0436363636363636,0.0036363636363636,0.0654545454545454,0.0145454545454545,0.0036363636363636,0.0472727272727272,0.069090909090909,0.0472727272727272,0.0254545454545454,0.0181818181818181,0.0,0.0,0.0072727272727272,0.0072727272727272,0.0,0.0,0.0036363636363636,0.0,0.0,0.0
English,0.0872313527180783,0.0101137800252844,0.0252844500632111,0.0189633375474083,0.09102402022756,0.0189633375474083,0.0189633375474083,0.0404551201011378,0.056890012642225,0.0,0.011378002528445,0.0366624525916561,0.0240202275600505,0.06826801517067,0.0,0.0505689001264222,0.0176991150442477,0.0,0.0391908975979772,0.0505689001264222,0.0998735777496839,0.0252844500632111,0.0088495575221238,0.011378002528445,0.0,0.0101137800252844,0.0012642225031605,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0569620253164556,0.0253164556962025,0.0632911392405063,0.050632911392405,0.0886075949367088,0.0063291139240506,0.0126582278481012,0.0126582278481012,0.0696202531645569,0.0,0.0063291139240506,0.0189873417721519,0.0316455696202531,0.050632911392405,0.0,0.0632911392405063,0.0063291139240506,0.0063291139240506,0.0443037974683544,0.0696202531645569,0.050632911392405,0.0443037974683544,0.0126582278481012,0.0063291139240506,0.0,0.0126582278481012,0.0063291139240506,0.0,0.0063291139240506,0.0,0.0,0.0,0.0
Spanish,0.1076923076923077,0.0038461538461538,0.0346153846153846,0.05,0.0961538461538461,0.0115384615384615,0.0115384615384615,0.0115384615384615,0.0576923076923076,0.0,0.0,0.0461538461538461,0.0153846153846153,0.0769230769230769,0.0115384615384615,0.0576923076923076,0.0076923076923076,0.0038461538461538,0.0346153846153846,0.0615384615384615,0.0192307692307692,0.0307692307692307,0.0038461538461538,0.0038461538461538,0.0038461538461538,0.0076923076923076,0.0038461538461538,0.0076923076923076,0.0,0.0,0.0076923076923076,0.0,0.0
English,0.0889570552147239,0.0276073619631901,0.0306748466257668,0.0368098159509202,0.0950920245398773,0.0122699386503067,0.0184049079754601,0.0460122699386503,0.0889570552147239,0.0,0.0,0.0245398773006134,0.0306748466257668,0.0674846625766871,0.0,0.0521472392638036,0.0061349693251533,0.0,0.058282208588957,0.0276073619631901,0.058282208588957,0.0184049079754601,0.0061349693251533,0.0061349693251533,0.0,0.0184049079754601,0.0030674846625766,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0717054263565891,0.003875968992248,0.0193798449612403,0.0232558139534883,0.1027131782945736,0.0213178294573643,0.0155038759689922,0.0406976744186046,0.0620155038759689,0.0,0.001937984496124,0.0387596899224806,0.0329457364341085,0.0523255813953488,0.0,0.0581395348837209,0.0116279069767441,0.001937984496124,0.0542635658914728,0.0523255813953488,0.0833333333333333,0.0271317829457364,0.0135658914728682,0.0135658914728682,0.001937984496124,0.0135658914728682,0.003875968992248,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.09375,0.015625,0.0546875,0.0234375,0.078125,0.0078125,0.03125,0.0,0.046875,0.0,0.0,0.046875,0.03125,0.0625,0.0,0.09375,0.0234375,0.0,0.0546875,0.0546875,0.0390625,0.015625,0.0078125,0.0078125,0.0,0.0078125,0.0078125,0.0,0.0,0.0,0.0078125,0.0078125,0.0
Spanish,0.1047619047619047,0.0031746031746031,0.0349206349206349,0.0476190476190476,0.0952380952380952,0.0063492063492063,0.0063492063492063,0.0,0.0888888888888888,0.0063492063492063,0.0,0.0380952380952381,0.0317460317460317,0.0603174603174603,0.0095238095238095,0.0444444444444444,0.0253968253968253,0.0031746031746031,0.0507936507936507,0.0507936507936507,0.0317460317460317,0.0380952380952381,0.0158730158730158,0.0,0.0031746031746031,0.0031746031746031,0.0,0.0031746031746031,0.0095238095238095,0.0,0.0063492063492063,0.0,0.0
Spanish,0.1098901098901098,0.0274725274725274,0.0274725274725274,0.0769230769230769,0.0934065934065934,0.0054945054945054,0.0,0.0219780219780219,0.0824175824175824,0.0109890109890109,0.0054945054945054,0.0439560439560439,0.0109890109890109,0.0879120879120879,0.0,0.0494505494505494,0.0109890109890109,0.0,0.0769230769230769,0.0329670329670329,0.0219780219780219,0.0109890109890109,0.0109890109890109,0.0054945054945054,0.0,0.0054945054945054,0.0,0.0054945054945054,0.0,0.0109890109890109,0.0,0.0,0.0
Spanish,0.1176470588235294,0.0210084033613445,0.0252100840336134,0.042016806722689,0.1092436974789916,0.0,0.0084033613445378,0.0126050420168067,0.0336134453781512,0.0,0.0,0.0546218487394958,0.0168067226890756,0.0378151260504201,0.0042016806722689,0.0630252100840336,0.0294117647058823,0.0042016806722689,0.0630252100840336,0.0630252100840336,0.0462184873949579,0.0210084033613445,0.0084033613445378,0.0,0.0,0.0168067226890756,0.0168067226890756,0.0042016806722689,0.0042016806722689,0.0042016806722689,0.0,0.0,0.0
English,0.0745341614906832,0.0124223602484472,0.0341614906832298,0.0279503105590062,0.1149068322981366,0.0341614906832298,0.0124223602484472,0.0434782608695652,0.0372670807453416,0.0,0.0062111801242236,0.0341614906832298,0.0341614906832298,0.0434782608695652,0.0,0.0745341614906832,0.0031055900621118,0.0,0.046583850931677,0.062111801242236,0.0496894409937888,0.031055900621118,0.0186335403726708,0.0062111801242236,0.0031055900621118,0.0124223602484472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1205479452054794,0.010958904109589,0.021917808219178,0.0575342465753424,0.1178082191780822,0.010958904109589,0.021917808219178,0.0082191780821917,0.021917808219178,0.0054794520547945,0.0027397260273972,0.0575342465753424,0.021917808219178,0.0465753424657534,0.0027397260273972,0.0712328767123287,0.021917808219178,0.0027397260273972,0.0712328767123287,0.0356164383561643,0.0328767123287671,0.0356164383561643,0.0,0.0,0.0,0.0054794520547945,0.0,0.0027397260273972,0.0,0.0054794520547945,0.0027397260273972,0.0,0.0
Spanish,0.1179321486268174,0.0032310177705977,0.0403877221324717,0.0436187399030694,0.1163166397415185,0.0129240710823909,0.0032310177705977,0.0048465266558966,0.048465266558966,0.0,0.0,0.0420032310177706,0.0306946688206785,0.0597738287560581,0.0,0.0323101777059773,0.0371567043618739,0.0096930533117932,0.0500807754442649,0.0549273021001615,0.0306946688206785,0.0403877221324717,0.0064620355411954,0.0,0.0048465266558966,0.0064620355411954,0.0016155088852988,0.0064620355411954,0.0064620355411954,0.0032310177705977,0.011308562197092,0.0,0.0
Spanish,0.105,0.005,0.03,0.0383333333333333,0.1166666666666666,0.0116666666666666,0.0116666666666666,0.0133333333333333,0.0466666666666666,0.0016666666666666,0.0,0.06,0.02,0.0433333333333333,0.0066666666666666,0.0533333333333333,0.0183333333333333,0.0133333333333333,0.0533333333333333,0.055,0.0383333333333333,0.0416666666666666,0.0033333333333333,0.0,0.0016666666666666,0.015,0.0016666666666666,0.0016666666666666,0.0016666666666666,0.0033333333333333,0.0016666666666666,0.0,0.0
English,0.0695825049701789,0.0119284294234592,0.0337972166998011,0.0337972166998011,0.1113320079522862,0.025844930417495,0.0218687872763419,0.0357852882703777,0.073558648111332,0.0019880715705765,0.0059642147117296,0.0457256461232604,0.0278330019880715,0.0795228628230616,0.0,0.0755467196819085,0.0218687872763419,0.0,0.0318091451292246,0.0337972166998011,0.0596421471172962,0.0099403578528827,0.0159045725646123,0.0059642147117296,0.0,0.003976143141153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0666666666666666,0.0186666666666666,0.0533333333333333,0.024,0.0746666666666666,0.024,0.008,0.048,0.064,0.0,0.0,0.0426666666666666,0.016,0.0453333333333333,0.0,0.0613333333333333,0.024,0.0,0.048,0.088,0.064,0.032,0.0026666666666666,0.0213333333333333,0.0,0.0026666666666666,0.0026666666666666,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0719424460431654,0.0043165467625899,0.0719424460431654,0.0330935251798561,0.0834532374100719,0.018705035971223,0.0115107913669064,0.0273381294964028,0.079136690647482,0.0014388489208633,0.0014388489208633,0.0359712230215827,0.0330935251798561,0.0589928057553956,0.0,0.0820143884892086,0.0129496402877697,0.0,0.0446043165467625,0.0633093525179856,0.0618705035971223,0.0115107913669064,0.0071942446043165,0.0086330935251798,0.0014388489208633,0.0215827338129496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0818307905686546,0.0055478502080443,0.0180305131761442,0.0319001386962552,0.0832177531206657,0.0221914008321775,0.0208044382801664,0.0471567267683772,0.0554785020804438,0.0027739251040221,0.0055478502080443,0.0457697642163661,0.0124826629680998,0.0568654646324549,0.0,0.0554785020804438,0.0097087378640776,0.0,0.0638002773925104,0.0596393897364771,0.0693481276005547,0.0235783633841886,0.0069348127600554,0.0277392510402219,0.0041608876560332,0.0083217753120665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.0972972972972973,0.0108108108108108,0.0432432432432432,0.0702702702702702,0.1189189189189189,0.0,0.0054054054054054,0.0108108108108108,0.0594594594594594,0.0,0.0,0.0432432432432432,0.027027027027027,0.054054054054054,0.0,0.0648648648648648,0.0216216216216216,0.0,0.0432432432432432,0.0756756756756756,0.0486486486486486,0.0054054054054054,0.0108108108108108,0.0,0.0,0.0,0.0,0.0054054054054054,0.0,0.0,0.0054054054054054,0.0,0.0
English,0.0778588807785888,0.0121654501216545,0.0389294403892944,0.0170316301703163,0.1094890510948905,0.0048661800486618,0.0121654501216545,0.0340632603406326,0.0510948905109489,0.0,0.0097323600973236,0.0437956204379562,0.0121654501216545,0.0535279805352798,0.0,0.0608272506082725,0.0267639902676399,0.0,0.0681265206812652,0.0608272506082725,0.0535279805352798,0.0194647201946472,0.0097323600973236,0.0121654501216545,0.0024330900243309,0.0145985401459854,0.0048661800486618,0.0,0.0,0.0048661800486618,0.0,0.0,0.0
English,0.0822454308093994,0.0143603133159268,0.0221932114882506,0.0365535248041775,0.0926892950391645,0.0248041775456919,0.0130548302872062,0.0469973890339425,0.0652741514360313,0.0013054830287206,0.0052219321148825,0.0300261096605744,0.0352480417754569,0.0600522193211488,0.0,0.0548302872062663,0.0117493472584856,0.0,0.0561357702349869,0.0404699738903394,0.06266318537859,0.0117493472584856,0.0065274151436031,0.0117493472584856,0.0,0.0117493472584856,0.0117493472584856,0.0,0.0013054830287206,0.0,0.0,0.0,0.0
Spanish,0.0828025477707006,0.0031847133757961,0.0286624203821656,0.0445859872611464,0.1273885350318471,0.0159235668789808,0.0063694267515923,0.0,0.0414012738853503,0.0031847133757961,0.0,0.0636942675159235,0.0127388535031847,0.0573248407643312,0.0063694267515923,0.0700636942675159,0.0254777070063694,0.0031847133757961,0.0350318471337579,0.054140127388535,0.0222929936305732,0.0254777070063694,0.0127388535031847,0.0,0.0031847133757961,0.0031847133757961,0.0063694267515923,0.0031847133757961,0.0031847133757961,0.0063694267515923,0.0222929936305732,0.0,0.0
Spanish,0.0907335907335907,0.0077220077220077,0.0308880308880308,0.0405405405405405,0.1138996138996139,0.0115830115830115,0.0115830115830115,0.0057915057915057,0.0386100386100386,0.0019305019305019,0.0,0.0579150579150579,0.0308880308880308,0.0694980694980695,0.0038610038610038,0.0752895752895752,0.0212355212355212,0.0038610038610038,0.0656370656370656,0.0424710424710424,0.027027027027027,0.025096525096525,0.0077220077220077,0.0,0.0,0.0115830115830115,0.0019305019305019,0.0019305019305019,0.0,0.0057915057915057,0.0135135135135135,0.0057915057915057,0.0
Spanish,0.079326923076923,0.0096153846153846,0.0528846153846153,0.0360576923076923,0.1201923076923077,0.0048076923076923,0.0024038461538461,0.0072115384615384,0.048076923076923,0.0,0.0,0.0288461538461538,0.0240384615384615,0.0625,0.0024038461538461,0.0673076923076923,0.0384615384615384,0.0,0.0600961538461538,0.0600961538461538,0.0384615384615384,0.0240384615384615,0.0096153846153846,0.0,0.0096153846153846,0.0048076923076923,0.0048076923076923,0.0072115384615384,0.0048076923076923,0.0024038461538461,0.0096153846153846,0.0048076923076923,0.0
English,0.0808080808080808,0.0134680134680134,0.0303030303030303,0.0336700336700336,0.1178451178451178,0.0235690235690235,0.0101010101010101,0.0505050505050505,0.037037037037037,0.0067340067340067,0.0168350168350168,0.0202020202020202,0.0269360269360269,0.0673400673400673,0.0,0.0538720538720538,0.0101010101010101,0.0,0.0505050505050505,0.0471380471380471,0.0673400673400673,0.0067340067340067,0.0067340067340067,0.0033670033670033,0.0033670033670033,0.0235690235690235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.09009009009009,0.0225225225225225,0.0157657657657657,0.045045045045045,0.1328828828828828,0.0045045045045045,0.0135135135135135,0.0045045045045045,0.0247747747747747,0.0,0.0,0.0518018018018018,0.018018018018018,0.0653153153153153,0.0,0.045045045045045,0.0247747747747747,0.009009009009009,0.0472972972972973,0.0405405405405405,0.0472972972972973,0.054054054054054,0.0067567567567567,0.0,0.0,0.0045045045045045,0.0,0.0045045045045045,0.009009009009009,0.0022522522522522,0.0067567567567567,0.0,0.0
Spanish,0.1011904761904761,0.0178571428571428,0.0357142857142857,0.0416666666666666,0.1011904761904761,0.0059523809523809,0.0178571428571428,0.0,0.0535714285714285,0.0,0.0,0.0595238095238095,0.0357142857142857,0.0773809523809523,0.0,0.0654761904761904,0.0238095238095238,0.0,0.0297619047619047,0.0773809523809523,0.0416666666666666,0.0297619047619047,0.0,0.0,0.0,0.0238095238095238,0.0059523809523809,0.0,0.0,0.0059523809523809,0.0059523809523809,0.0059523809523809,0.0
Spanish,0.0797101449275362,0.0108695652173913,0.0543478260869565,0.0507246376811594,0.1231884057971014,0.0217391304347826,0.0036231884057971,0.0,0.0543478260869565,0.0144927536231884,0.0,0.0289855072463768,0.0253623188405797,0.0434782608695652,0.0,0.0833333333333333,0.0217391304347826,0.0072463768115942,0.0471014492753623,0.0615942028985507,0.0615942028985507,0.0326086956521739,0.0,0.0,0.0,0.0036231884057971,0.0036231884057971,0.0,0.0036231884057971,0.0036231884057971,0.0036231884057971,0.0,0.0
Spanish,0.1060344827586207,0.0086206896551724,0.0293103448275862,0.0525862068965517,0.118103448275862,0.0060344827586206,0.0077586206896551,0.0094827586206896,0.0396551724137931,0.0060344827586206,0.0008620689655172,0.0301724137931034,0.0275862068965517,0.0672413793103448,0.0051724137931034,0.0629310344827586,0.0189655172413793,0.0043103448275862,0.046551724137931,0.071551724137931,0.0344827586206896,0.0318965517241379,0.0112068965517241,0.0008620689655172,0.0025862068965517,0.0094827586206896,0.0034482758620689,0.0008620689655172,0.0025862068965517,0.0025862068965517,0.0060344827586206,0.0,0.0
English,0.0805369127516778,0.0268456375838926,0.0402684563758389,0.0268456375838926,0.0671140939597315,0.0134228187919463,0.0134228187919463,0.046979865771812,0.0805369127516778,0.0067114093959731,0.0067114093959731,0.046979865771812,0.0134228187919463,0.046979865771812,0.0,0.0268456375838926,0.0201342281879194,0.0,0.087248322147651,0.0402684563758389,0.0604026845637583,0.0335570469798657,0.0201342281879194,0.0134228187919463,0.0,0.0268456375838926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0617928633594429,0.010443864229765,0.0382941688424717,0.0356832027850304,0.1183637946040034,0.0121845082680591,0.0130548302872062,0.0409051348999129,0.0504786771105308,0.000870322019147,0.0060922541340295,0.0339425587467362,0.0165361183637946,0.0487380330722367,0.0,0.0652741514360313,0.0147954743255004,0.0,0.0609225413402959,0.0591818973020017,0.0757180156657963,0.0191470844212358,0.010443864229765,0.011314186248912,0.0052219321148825,0.0165361183637946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English,0.0943396226415094,0.0,0.030188679245283,0.0150943396226415,0.1245283018867924,0.0226415094339622,0.0075471698113207,0.030188679245283,0.060377358490566,0.0,0.0,0.0452830188679245,0.030188679245283,0.0490566037735849,0.0,0.0566037735849056,0.0226415094339622,0.0037735849056603,0.0528301886792452,0.0566037735849056,0.0792452830188679,0.0226415094339622,0.0037735849056603,0.0113207547169811,0.0113207547169811,0.0150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spanish,0.1693121693121693,0.0211640211640211,0.0264550264550264,0.0582010582010582,0.0846560846560846,0.0052910052910052,0.0052910052910052,0.0105820105820105,0.0317460317460317,0.0052910052910052,0.0,0.0687830687830687,0.0158730158730158,0.0582010582010582,0.0,0.0529100529100529,0.0052910052910052,0.0,0.0423280423280423,0.037037037037037,0.0476190476190476,0.0317460317460317,0.0052910052910052,0.0,0.0,0.0052910052910052,0.0,0.0052910052910052,0.0,0.0052910052910052,0.0052910052910052,0.0,0.0
Spanish,0.087378640776699,0.0145631067961165,0.0533980582524271,0.0339805825242718,0.1213592233009708,0.0097087378640776,0.0048543689320388,0.0,0.0631067961165048,0.0048543689320388,0.0,0.0194174757281553,0.0485436893203883,0.0679611650485436,0.0,0.087378640776699,0.0339805825242718,0.0,0.0485436893203883,0.0728155339805825,0.0388349514563106,0.0145631067961165,0.0,0.0,0.0,0.0048543689320388,0.0048543689320388,0.0048543689320388,0.0097087378640776,0.0,0.0048543689320388,0.0,0.0
Spanish,0.0855365474339035,0.0108864696734059,0.0295489891135303,0.0419906687402799,0.1104199066874028,0.0093312597200622,0.015552099533437,0.0077760497667185,0.0419906687402799,0.0031104199066874,0.0,0.0482115085536547,0.0171073094867807,0.0513219284603421,0.0015552099533437,0.0699844479004665,0.0295489891135303,0.0093312597200622,0.0497667185069984,0.0497667185069984,0.0404354587869362,0.0404354587869362,0.0077760497667185,0.0031104199066874,0.0046656298600311,0.0062208398133748,0.0031104199066874,0.0046656298600311,0.0062208398133748,0.0031104199066874,0.0077760497667185,0.0,0.0
